City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Port Macquarie,AU,2022-04-17 04:22:59,-31.4333,152.9167,68.97,75,99,4.36
279,Opuwo,NA,2022-04-17 04:22:59,-18.0607,13.84,66.38,44,80,3.78
280,Songea,TZ,2022-04-17 04:23:00,-10.6833,35.65,61.79,98,29,2.71
281,Ayan,RU,2022-04-17 04:23:00,56.45,138.1667,28.09,76,71,7.05
282,Kupang,ID,2022-04-17 04:19:49,-10.1667,123.5833,85.3,71,47,1.19
283,Hithadhoo,MV,2022-04-17 04:23:01,-0.6,73.0833,83.62,62,95,6.15
284,Macusani,PE,2022-04-17 04:23:01,-14.0833,-70.4333,37.26,35,66,3.33
285,Laives,IT,2022-04-17 04:23:01,46.4228,11.3348,46.29,56,4,4.52
286,Sur,OM,2022-04-17 04:23:02,22.5667,59.5289,91.85,33,24,1.5
287,Faanui,PF,2022-04-17 04:23:02,-16.4833,-151.75,82.15,71,4,12.46
288,Safonovo,RU,2022-04-17 04:23:02,55.15,33.2167,29.61,81,24,11.72
289,Sept-Iles,CA,2022-04-17 04:23:03,50.2001,-66.3821,30.06,84,40,1.14
290,Alice Springs,AU,2022-04-17 04:20:58,-23.7,133.8833,94.55,14,10,11.5
291,Atessa,IT,2022-04-17 04:23:03,42.0693,14.4511,49.01,74,99,5.01
292,Alofi,NU,2022-04-17 04:23:04,-19.0595,-169.9187,84.09,74,57,6.91
293,Barranca,PE,2022-04-17 04:23:04,-10.75,-77.7667,65.37,86,100,6.02
294,Paamiut,GL,2022-04-17 04:23:04,61.994,-49.6678,22.48,86,28,0.34
295,Moose Factory,CA,2022-04-17 04:23:05,51.2585,-80.6094,26.6,86,100,11.5
296,Neka,IR,2022-04-17 04:23:05,36.6508,53.299,53.11,76,100,6.91
297,Kidal,ML,2022-04-17 04:23:05,18.4411,1.4078,73.94,20,100,14.81
298,Georgiyevskoye,RU,2022-04-17 04:23:06,58.731,45.024,30.83,72,14,7.07
299,Carutapera,BR,2022-04-17 04:23:06,-1.195,-46.02,76.06,94,100,3.0
300,Yaan,NG,2022-04-17 04:23:07,7.3833,8.5667,77.97,80,90,4.18
301,Buala,SB,2022-04-17 04:23:07,-8.145,159.5921,82.87,72,95,2.84
302,Abnub,EG,2022-04-17 04:23:07,27.2696,31.1511,78.8,17,1,8.39
303,Vila Franca Do Campo,PT,2022-04-17 04:23:08,37.7167,-25.4333,59.41,91,98,9.6
304,Plaster Rock,CA,2022-04-17 04:23:08,46.9065,-67.39,39.72,97,100,1.12
305,Saint-Jean-De-Maurienne,FR,2022-04-17 04:23:08,45.1667,6.5833,34.03,91,41,5.66
306,Oranjestad,AW,2022-04-17 04:23:09,12.524,-70.027,78.87,87,68,27.34
307,Whitecourt,CA,2022-04-17 04:23:09,54.1502,-115.6855,27.64,86,75,8.05
308,Yanam,IN,2022-04-17 04:23:09,16.7333,82.2167,94.33,48,22,5.55
309,Birnin Kebbi,NG,2022-04-17 04:23:10,12.4539,4.1975,83.64,44,68,4.83
310,Sao Miguel,BR,2022-04-17 04:23:10,-5.4667,-35.3667,77.77,83,99,6.44
311,Ribeira Grande,PT,2022-04-17 04:23:11,38.5167,-28.7,59.07,77,4,19.1
312,Linhares,BR,2022-04-17 04:23:11,-19.3911,-40.0722,69.6,82,59,5.55
313,Sola,VU,2022-04-17 04:23:11,-13.8833,167.55,82.69,69,77,3.27
314,Nhulunbuy,AU,2022-04-17 04:23:12,-12.2333,136.7667,81.21,83,75,14.97
315,Luderitz,NA,2022-04-17 04:23:12,-26.6481,15.1594,61.95,60,0,9.98
316,Olafsvik,IS,2022-04-17 04:23:13,64.8945,-23.7142,43.72,95,82,12.73
317,Pringsewu,ID,2022-04-17 04:23:13,-5.3582,104.9744,89.24,58,51,5.3
318,Slave Lake,CA,2022-04-17 04:23:14,55.2834,-114.769,30.18,69,100,3.44
319,Les Cayes,HT,2022-04-17 04:23:14,18.2,-73.75,73.98,83,34,4.7
320,Manicore,BR,2022-04-17 04:23:14,-5.8092,-61.3003,73.26,98,99,1.07
321,Ust-Kuyga,RU,2022-04-17 04:23:15,70.0167,135.6,16.21,84,95,6.78
322,Mocuba,MZ,2022-04-17 04:23:15,-16.8392,36.9856,70.03,99,47,2.93
323,Ponta Delgada,PT,2022-04-17 04:23:15,37.7333,-25.6667,59.72,88,20,14.97
324,Mazamari,PE,2022-04-17 04:23:16,-11.3258,-74.5308,70.56,89,99,1.07
325,Bhag,PK,2022-04-17 04:23:16,29.0415,67.8239,96.35,4,92,3.22
326,Mweka,CD,2022-04-17 04:23:16,-4.85,21.5667,68.45,98,100,1.39
327,Svetlyy,RU,2022-04-17 04:23:17,54.675,20.1347,36.97,87,99,5.55
328,Nelson Bay,AU,2022-04-17 04:23:17,-32.7167,152.15,73.99,67,15,8.75
329,Beira,MZ,2022-04-17 04:23:18,-19.8436,34.8389,78.89,94,75,10.36
330,San Carlos De Bariloche,AR,2022-04-17 04:23:18,-41.1456,-71.3082,42.55,65,0,8.05
331,Bilma,NE,2022-04-17 04:23:18,18.6853,12.9164,80.71,10,84,9.1
332,Sitka,US,2022-04-17 04:23:19,57.0531,-135.33,44.49,57,75,8.05
333,Zhigansk,RU,2022-04-17 04:23:19,66.7697,123.3711,20.32,90,100,18.84
334,Thinadhoo,MV,2022-04-17 04:23:19,0.5333,72.9333,83.61,68,98,7.85
335,Mancio Lima,BR,2022-04-17 04:23:20,-7.6142,-72.8958,71.37,97,38,1.14
336,Tandil,AR,2022-04-17 04:23:20,-37.3217,-59.1332,49.68,78,96,4.05
337,Spas-Demensk,RU,2022-04-17 04:23:20,54.4122,34.0226,30.16,83,100,11.7
338,Yabelo,ET,2022-04-17 04:23:21,4.8833,38.0833,59.11,88,100,5.23
339,Te Anau,NZ,2022-04-17 04:23:21,-45.4167,167.7167,56.84,53,85,0.27
340,Pembroke,CA,2022-04-17 04:23:21,45.8168,-77.1162,32.18,71,90,6.35
341,Pilar,BR,2022-04-17 04:23:22,-9.5972,-35.9567,76.93,96,22,4.61
342,Ust-Nera,RU,2022-04-17 04:23:22,64.5667,143.2,23.18,72,100,0.43
343,Flagstaff,US,2022-04-17 04:23:22,35.1981,-111.6513,53.26,29,0,8.05
344,Danville,US,2022-04-17 04:23:23,36.586,-79.395,63.25,78,0,4.61
345,Banjar,ID,2022-04-17 04:23:23,-8.19,114.9675,84.27,83,95,2.86
346,Kyaikkami,MM,2022-04-17 04:23:23,16.08,97.5675,86.74,65,7,6.08
347,Aripuana,BR,2022-04-17 04:23:24,-9.1667,-60.6333,72.54,99,93,1.07
348,Ossora,RU,2022-04-17 04:23:24,59.2353,163.0719,31.68,78,98,4.99
349,Mayuge,UG,2022-04-17 04:23:24,0.4597,33.4803,64.11,90,100,3.58
350,Dudinka,RU,2022-04-17 04:23:25,69.4058,86.1778,14.36,94,100,14.27
351,Beringovskiy,RU,2022-04-17 04:23:25,63.05,179.3167,31.73,98,100,18.34
352,Sinnamary,GF,2022-04-17 04:23:25,5.3833,-52.95,77.22,88,96,11.39
353,Fonte Boa,BR,2022-04-17 04:23:26,-2.4959,-66.2662,72.5,96,89,1.36
354,Merauke,ID,2022-04-17 04:23:26,-8.4667,140.3333,85.21,69,100,3.65
355,Usinsk,RU,2022-04-17 04:23:26,65.9939,57.5281,20.57,92,100,12.64
356,Tombouctou,ML,2022-04-17 04:23:27,20.0,-3.0,69.13,24,0,10.58
357,Pergamino,AR,2022-04-17 04:23:27,-33.89,-60.5736,53.19,73,95,5.32
358,Sovetskaya Gavan,RU,2022-04-17 04:23:27,48.9723,140.2878,40.5,70,72,4.68
359,Salalah,OM,2022-04-17 04:23:27,17.0151,54.0924,82.49,78,20,2.3
360,Luancheng,CN,2022-04-17 04:23:28,37.8792,114.6517,66.36,22,100,10.25
361,Tsimlyansk,RU,2022-04-17 04:23:28,47.6461,42.1019,51.85,73,100,7.36
362,Stabat,ID,2022-04-17 04:23:29,3.761,98.4513,88.0,64,99,2.59
363,Port Hardy,CA,2022-04-17 04:23:29,50.6996,-127.4199,41.18,70,40,3.44
364,Isla Mujeres,MX,2022-04-17 04:23:29,21.2311,-86.731,78.85,76,0,11.7
365,Mmabatho,ZA,2022-04-17 04:23:29,-25.85,25.6333,55.36,100,98,5.75
366,Alenquer,BR,2022-04-17 04:23:30,-1.9417,-54.7383,74.5,95,100,1.28
367,Nishihara,JP,2022-04-17 04:23:30,26.1842,127.7558,71.65,55,100,10.36
368,Belmonte,BR,2022-04-17 04:23:31,-15.8631,-38.8828,76.17,87,100,12.64
369,Antu,IN,2022-04-17 04:23:31,26.05,81.9167,99.95,8,0,3.91
370,Lakes Entrance,AU,2022-04-17 04:23:31,-37.8811,147.981,76.05,43,35,1.77
371,Hofn,IS,2022-04-17 04:23:32,64.2539,-15.2082,46.04,95,99,7.54
372,Progreso,MX,2022-04-17 04:23:32,21.2833,-89.6667,82.51,80,4,16.64
373,Valleyview,CA,2022-04-17 04:23:32,55.0667,-117.2859,27.36,75,100,4.68
374,La Asuncion,VE,2022-04-17 04:23:33,11.0333,-63.8628,77.54,83,31,20.51
375,Thayetmyo,MM,2022-04-17 04:23:33,19.3167,95.1833,98.17,35,48,8.01
376,Harer,ET,2022-04-17 04:23:33,9.3094,42.1258,65.59,70,70,0.34
377,Evensk,RU,2022-04-17 04:23:34,61.95,159.2333,33.26,87,100,6.67
378,Anadyr,RU,2022-04-17 04:23:34,64.75,177.4833,34.3,74,40,17.9
379,Yagodnoye,RU,2022-04-17 04:23:34,62.55,149.6667,18.9,74,93,2.59
380,Murray Bridge,AU,2022-04-17 04:23:35,-35.1167,139.2667,73.83,36,100,11.52
381,Biak,ID,2022-04-17 04:23:35,-0.9131,122.8766,77.05,89,96,6.08
382,Seminole,US,2022-04-17 04:21:54,28.7086,-81.2081,74.41,90,0,8.05
383,Vardo,NO,2022-04-17 04:23:36,70.3705,31.1107,37.89,84,100,27.98
384,Santa Fe,AR,2022-04-17 04:19:12,-31.6333,-60.7,63.0,79,54,1.99
385,Huicheng,CN,2022-04-17 04:23:36,23.0385,116.2899,70.16,64,99,13.27
386,Mercedes,AR,2022-04-17 04:23:36,-34.6515,-59.4307,57.85,86,92,6.17
387,Bertrix,BE,2022-04-17 04:23:37,49.856,5.2554,37.26,65,3,8.99
388,Perth,AU,2022-04-17 04:23:37,-31.9333,115.8333,73.04,43,0,10.36
389,Namatanai,PG,2022-04-17 04:23:37,-3.6667,152.4333,84.69,70,56,7.96
390,Jiblah,YE,2022-04-17 04:23:38,13.9216,44.1467,66.2,49,10,2.62
391,Vao,NC,2022-04-17 04:23:38,-22.6667,167.4833,77.38,67,0,6.73
392,Jimenez,MX,2022-04-17 04:18:57,28.3333,-105.4,72.63,9,96,0.96
393,Pochutla,MX,2022-04-17 04:23:39,15.7432,-96.4661,81.82,69,10,6.55
394,Zhezkazgan,KZ,2022-04-17 04:23:39,47.8043,67.7144,58.98,51,0,20.13
395,Leningradskiy,RU,2022-04-17 04:23:39,69.3833,178.4167,14.74,92,91,7.34
396,Chernyshevskiy,RU,2022-04-17 04:23:40,63.0128,112.4714,31.95,97,100,9.75
397,Grindavik,IS,2022-04-17 04:23:40,63.8424,-22.4338,43.27,100,100,11.5
398,Crotone,IT,2022-04-17 04:23:40,39.0851,17.1178,60.19,70,99,30.6
399,Daryapur,IN,2022-04-17 04:23:41,20.9333,77.3333,99.57,11,0,8.59
400,Ostrovnoy,RU,2022-04-17 04:21:09,68.0531,39.5131,35.91,98,100,20.78
401,Alugan,PH,2022-04-17 04:23:41,12.2188,125.4808,83.62,70,52,8.52
402,Mata Grande,BR,2022-04-17 04:23:41,-9.1175,-37.7322,68.77,91,22,1.92
403,Palmer,US,2022-04-17 04:23:42,42.1584,-72.3287,42.49,87,100,6.91
404,Puerto Berrio,CO,2022-04-17 04:23:42,6.4916,-74.4033,74.17,98,86,1.74
405,Shumskiy,RU,2022-04-17 04:23:42,54.8318,99.1328,63.27,35,92,4.25
406,Saint-Leu,RE,2022-04-17 04:23:43,-21.15,55.2833,79.63,73,5,1.14
407,Hirara,JP,2022-04-17 04:23:43,24.8,125.2833,73.67,64,75,10.36
408,Santa Cruz,BO,2022-04-17 04:23:43,-17.8,-63.1667,71.06,60,75,12.66
409,Trebinje,BA,2022-04-17 04:23:44,42.7119,18.3442,55.76,38,40,32.21
410,Mariental,NA,2022-04-17 04:23:44,-24.6333,17.9667,60.71,77,0,5.5
411,Ibicarai,BR,2022-04-17 04:21:55,-14.865,-39.5875,71.31,96,100,3.24
412,Simao,CN,2022-04-17 04:23:44,22.7886,100.9748,86.05,29,12,7.61
413,Hay River,CA,2022-04-17 04:23:45,60.8156,-115.7999,8.58,66,75,6.91
414,Nadym,RU,2022-04-17 04:23:45,65.5333,72.5167,16.83,81,97,16.8
415,Winder,US,2022-04-17 04:23:45,33.9926,-83.7202,60.89,94,0,3.44
416,Preobrazheniye,RU,2022-04-17 04:23:46,42.9019,133.9064,50.4,39,92,11.25
417,Victoria,HK,2022-04-17 04:21:07,22.2855,114.1577,76.96,68,99,15.01
418,Ulladulla,AU,2022-04-17 04:23:46,-35.35,150.4667,77.77,54,1,12.84
419,Haapsalu,EE,2022-04-17 04:23:46,58.9431,23.5414,33.98,78,54,3.94
420,Atasu,KZ,2022-04-17 04:23:47,48.6814,71.6433,63.93,18,100,5.06
421,Bogale,MM,2022-04-17 04:23:47,16.2833,95.4,95.09,39,3,5.93
422,Weiser,US,2022-04-17 04:23:47,44.251,-116.9693,43.0,71,99,4.59
423,Ixtapa,MX,2022-04-17 04:23:48,20.7,-105.2,74.23,78,0,0.0
424,Mayo,US,2022-04-17 04:23:48,38.8876,-76.5119,59.86,78,100,10.0
425,Rio Gallegos,AR,2022-04-17 04:21:39,-51.6226,-69.2181,48.25,87,0,8.05
426,Khani,GE,2022-04-17 04:23:48,41.9563,42.9566,51.37,68,3,5.64
427,Nicoya,CR,2022-04-17 04:23:49,10.1483,-85.452,80.62,70,76,3.22
428,Verkhnyaya Inta,RU,2022-04-17 04:23:49,65.9811,60.3094,18.93,86,93,11.21
429,Luwuk,ID,2022-04-17 04:23:49,-0.9516,122.7875,78.85,91,97,4.63
430,Hidrolandia,BR,2022-04-17 04:23:49,-4.4081,-40.4378,71.62,98,88,2.3
431,Iquitos,PE,2022-04-17 04:23:50,-3.7481,-73.2472,75.24,100,100,3.44
432,Touros,BR,2022-04-17 04:23:50,-5.1989,-35.4608,78.93,84,93,6.13
433,Chimore,BO,2022-04-17 04:23:50,-16.9833,-65.1333,67.71,78,63,1.95
434,Minab,IR,2022-04-17 04:23:51,27.1467,57.0801,86.32,48,7,4.61
435,Petrovice U Karvine,CZ,2022-04-17 04:23:51,49.8959,18.5478,32.32,97,18,4.16
436,Bilibino,RU,2022-04-17 04:23:51,68.0546,166.4372,24.24,80,99,2.1
437,Bonavista,CA,2022-04-17 04:23:52,48.6499,-53.1147,39.11,73,100,14.67
438,Charlestown,AU,2022-04-17 04:23:52,-32.95,151.6667,76.5,65,2,3.0
439,Karlstadt,DE,2022-04-17 04:23:52,49.9603,9.7722,37.69,79,8,3.33
440,Ban Nahin,LA,2022-04-17 04:23:53,18.2418,104.2122,91.2,53,100,2.28
441,Khatima,IN,2022-04-17 04:23:53,28.9167,79.9667,96.87,10,0,5.01
442,Kamaishi,JP,2022-04-17 04:23:53,39.2667,141.8833,52.95,50,0,12.82
443,Margraten,NL,2022-04-17 04:23:53,50.8208,5.8208,41.49,68,5,5.75
444,Ancud,CL,2022-04-17 04:23:54,-41.8697,-73.8203,49.41,87,0,3.4
445,Ararat,AM,2022-04-17 04:23:54,39.8317,44.7049,48.54,51,3,1.92
446,Ajdabiya,LY,2022-04-17 04:23:54,30.7554,20.2263,62.28,88,98,18.7
447,Sisimiut,GL,2022-04-17 04:23:55,66.9395,-53.6735,15.33,56,1,6.62
448,Warangal,IN,2022-04-17 04:23:55,18.0,79.5833,92.19,43,88,8.75
449,Montreal,CA,2022-04-17 04:22:25,45.5088,-73.5878,39.13,50,100,5.75
450,Aranda De Duero,ES,2022-04-17 04:23:55,41.6704,-3.6892,43.68,65,4,1.83
451,Haifa,IL,2022-04-17 04:23:56,32.8156,34.9892,63.54,52,0,8.05
452,Great Falls,US,2022-04-17 04:23:56,47.5002,-111.3008,27.79,91,100,8.05
453,Campeche,MX,2022-04-17 04:21:39,19.0,-90.5,75.45,74,4,3.22
454,Kholodnyy,RU,2022-04-17 04:23:56,62.7167,147.95,18.46,68,95,3.62
455,Halifax,CA,2022-04-17 04:19:18,44.6453,-63.5724,44.69,89,100,11.5
456,Tuatapere,NZ,2022-04-17 04:23:57,-46.1333,167.6833,57.11,55,86,2.84
457,Akdepe,TM,2022-04-17 04:23:57,42.0551,59.3788,53.69,48,100,15.99
458,Zehdenick,DE,2022-04-17 04:23:57,52.9785,13.3317,38.91,71,89,1.79
459,Lata,PT,2022-04-17 04:23:58,40.1629,-8.3327,49.66,93,92,1.7
460,New Waterford,US,2022-04-17 04:23:58,40.8451,-80.6145,39.67,71,24,10.31
461,Warrington,GB,2022-04-17 04:23:58,53.3925,-2.5802,53.82,81,92,9.22
462,Peranamallur,IN,2022-04-17 04:23:58,12.5667,79.4333,89.91,54,56,0.25
463,Lompoc,US,2022-04-17 04:23:35,34.6391,-120.4579,53.74,93,100,9.22
464,Sangar,RU,2022-04-17 04:23:59,63.9242,127.4739,23.5,86,89,2.55
465,Koundara,GN,2022-04-17 04:23:59,12.4833,-13.3,76.69,33,11,5.21
466,Neiafu,TO,2022-04-17 04:23:59,-18.65,-173.9833,84.88,79,20,6.91
467,Kuhdasht,IR,2022-04-17 04:24:00,33.535,47.6061,52.72,32,0,4.07
468,Kununurra,AU,2022-04-17 04:21:13,-15.7667,128.7333,94.98,46,96,5.75
469,Riyadh,SA,2022-04-17 04:19:51,24.6877,46.7219,73.54,18,1,8.5
470,Gomel,BY,2022-04-17 04:24:00,52.4345,30.9754,35.58,93,100,11.18
471,Luanda,AO,2022-04-17 04:20:05,-8.8368,13.2343,77.0,88,75,9.22
472,Sabha,LY,2022-04-17 04:24:01,27.0377,14.4283,61.34,60,0,10.45
473,Dongsheng,CN,2022-04-17 04:24:01,39.8161,109.9776,44.67,55,100,7.67
474,Inhambane,MZ,2022-04-17 04:24:01,-23.865,35.3833,72.77,91,81,6.06
475,Sao Felix Do Xingu,BR,2022-04-17 04:23:43,-6.6447,-51.995,71.51,99,92,0.87
476,Krasnoselkup,RU,2022-04-17 04:24:02,65.7,82.4667,18.82,87,100,17.52
477,Rio Bueno,CL,2022-04-17 04:24:02,-40.3167,-72.9667,46.11,98,1,1.99
478,New Glasgow,CA,2022-04-17 04:23:40,45.5834,-62.6486,48.78,79,100,11.74
479,Namibe,AO,2022-04-17 04:24:03,-15.1961,12.1522,72.72,75,86,3.6
480,Biograd Na Moru,HR,2022-04-17 04:24:03,43.9433,15.4519,49.75,54,13,31.88
481,Seoul,KR,2022-04-17 04:23:25,37.5683,126.9778,69.19,32,0,6.91
482,East Wenatchee Bench,US,2022-04-17 04:24:03,47.4257,-120.2812,40.28,65,40,6.91
483,Vaitape,PF,2022-04-17 04:24:04,-16.5167,-151.75,82.15,71,4,12.48
484,La Ronge,CA,2022-04-17 04:24:04,55.1001,-105.2842,30.45,43,100,3.44
485,Ouagadougou,BF,2022-04-17 04:24:04,12.3642,-1.5383,77.13,73,0,2.3
486,Ormara,PK,2022-04-17 04:24:04,25.2088,64.6357,81.05,83,5,4.21
487,Kailua,US,2022-04-17 04:24:05,21.4022,-157.7394,78.78,84,100,4.0
488,Banda Aceh,ID,2022-04-17 04:24:05,5.5577,95.3222,86.67,64,63,6.15
489,Coihaique,CL,2022-04-17 04:24:05,-45.5752,-72.0662,42.75,81,0,5.75
490,Fortuna,US,2022-04-17 04:24:06,40.5982,-124.1573,46.65,87,0,0.0
491,Ngunguru,NZ,2022-04-17 04:24:06,-35.6167,174.5,65.46,80,100,21.52
492,Killybegs,IE,2022-04-17 04:24:06,54.6333,-8.45,51.55,93,100,7.29
493,Sorland,NO,2022-04-17 04:24:07,67.667,12.6934,42.06,94,100,22.41
494,Emerald,AU,2022-04-17 04:24:07,-23.5333,148.1667,84.34,28,0,5.75
495,Dagshai,IN,2022-04-17 04:24:07,30.8833,77.05,74.8,20,0,4.32
496,Novochernorechenskiy,RU,2022-04-17 04:24:08,56.2669,91.0828,58.03,60,72,10.71
497,Kairana,IN,2022-04-17 04:24:08,29.4,77.2,95.92,10,51,6.44
498,Stokmarknes,NO,2022-04-17 04:22:59,68.5646,14.9108,39.18,100,100,2.3
499,High Rock,BS,2022-04-17 04:24:08,26.6208,-78.2833,71.62,70,0,10.83
500,Roebourne,AU,2022-04-17 04:24:09,-20.7833,117.1333,95.97,24,10,10.67
501,Lethem,GY,2022-04-17 04:24:09,3.3803,-59.7968,77.5,77,96,9.84
502,Weifang,CN,2022-04-17 04:24:09,36.71,119.1019,72.23,15,60,7.63
503,Trelew,AR,2022-04-17 04:24:10,-43.249,-65.3051,51.8,76,0,9.46
504,Okhotsk,RU,2022-04-17 04:24:10,59.3833,143.3,28.13,75,98,9.24
505,Keti Bandar,PK,2022-04-17 04:24:10,24.1447,67.4497,83.62,73,14,16.08
506,Porosozero,RU,2022-04-17 04:24:10,62.7191,32.727,31.14,82,100,5.93
507,Karpathos,GR,2022-04-17 04:24:11,35.507,27.2132,64.36,68,100,19.57
508,Yabrud,SY,2022-04-17 04:24:11,33.9674,36.6574,52.57,31,30,5.3
509,Atambua,ID,2022-04-17 04:24:12,-9.1061,124.8925,83.32,68,84,3.11
510,Pabrade,LT,2022-04-17 04:24:12,55.0,25.7833,32.18,81,71,5.35
511,Lake Station,US,2022-04-17 04:24:12,41.575,-87.2389,35.46,74,0,6.91
512,Sumbe,AO,2022-04-17 04:24:13,-11.2061,13.8437,76.33,93,100,3.2
513,Nemuro,JP,2022-04-17 04:24:13,43.3236,145.575,41.79,73,6,16.33
514,Freetown,SL,2022-04-17 04:24:13,8.484,-13.2299,75.34,77,89,4.16
515,Hobyo,SO,2022-04-17 04:24:14,5.3505,48.5268,83.57,73,33,12.57
516,Lichtervelde,BE,2022-04-17 04:20:11,51.0283,3.1458,45.18,77,12,5.99
517,Burnie,AU,2022-04-17 04:24:14,-41.0667,145.9167,67.48,67,89,9.66
518,Tecoanapa,MX,2022-04-17 04:24:15,16.5167,-98.75,79.25,69,10,5.5
519,Puerto Baquerizo Moreno,EC,2022-04-17 04:24:15,-0.9,-89.6,75.11,89,70,7.36
520,Natal,BR,2022-04-17 04:24:08,-5.795,-35.2094,79.02,94,75,4.61
521,Houma,US,2022-04-17 04:19:27,29.5958,-90.7195,75.0,93,0,0.0
522,Inongo,CD,2022-04-17 04:24:15,-1.95,18.2667,73.29,86,95,4.32
523,Liverpool,GB,2022-04-17 04:23:46,53.4106,-2.9779,53.65,83,80,9.22
524,Arrecife,ES,2022-04-17 04:24:16,28.963,-13.5477,73.38,40,0,9.22
525,Magadan,RU,2022-04-17 04:24:16,59.5667,150.8,34.54,65,76,2.57
526,Kostino,RU,2022-04-17 04:24:16,58.9097,53.2691,29.08,78,100,2.37
527,Kahama,TZ,2022-04-17 04:24:17,-3.8333,32.6,61.66,95,97,2.08
528,Gilgit,PK,2022-04-17 04:24:17,35.9221,74.3087,64.85,23,14,3.47
529,Powell River,CA,2022-04-17 04:21:17,49.8496,-124.5361,48.07,54,99,3.87
530,Waddan,LY,2022-04-17 04:24:17,29.1614,16.139,60.37,70,0,9.71
531,La Romana,DO,2022-04-17 04:24:18,18.4273,-68.9728,74.16,79,96,6.96
532,Sompeta,IN,2022-04-17 04:24:18,18.9333,84.6,93.9,49,32,13.51
533,San Francisco De Macoris,DO,2022-04-17 04:24:18,19.2952,-70.2554,74.12,94,84,4.23
534,Moerai,PF,2022-04-17 04:24:19,-22.4333,-151.3333,80.26,68,4,3.76
535,Bestobe,KZ,2022-04-17 04:24:19,52.4994,73.0975,57.87,49,100,7.27
536,Pulandian,CN,2022-04-17 04:24:19,39.3953,121.9669,65.25,23,88,14.99
537,Muros,ES,2022-04-17 04:24:20,42.7762,-9.0603,53.83,88,96,6.87
538,Manggar,ID,2022-04-17 04:24:20,-2.8833,108.2667,86.9,62,6,6.89
539,Mogadishu,SO,2022-04-17 04:24:20,2.0371,45.3438,84.07,84,75,13.8
540,Ariquemes,BR,2022-04-17 04:24:21,-9.9133,-63.0408,72.5,99,100,2.55
541,Machali,CL,2022-04-17 04:24:21,-34.1833,-70.6667,60.28,46,0,1.45
542,Jaisalmer,IN,2022-04-17 04:22:19,26.9147,70.9181,90.25,33,31,17.2
543,Pangody,RU,2022-04-17 04:24:21,65.85,74.4859,13.39,90,100,16.31
544,Matara,LK,2022-04-17 04:24:22,5.9485,80.5353,85.23,70,83,6.33
545,Mago,RU,2022-04-17 04:24:22,53.2514,140.1822,37.11,68,99,11.01
546,Honiara,SB,2022-04-17 04:22:43,-9.4333,159.95,84.2,72,98,3.98
547,Verkhoyansk,RU,2022-04-17 04:24:22,67.5447,133.385,22.6,75,100,5.82
548,Lavrentiya,RU,2022-04-17 04:24:23,65.5833,-171.0,31.48,93,100,9.8
549,Mugumu,TZ,2022-04-17 04:24:23,-1.85,34.7,59.58,96,98,2.15
550,Neuquen,AR,2022-04-17 04:24:23,-38.9516,-68.0591,58.89,72,0,8.05
551,Carballo,ES,2022-04-17 04:24:24,43.213,-8.691,53.91,91,100,3.09
552,Benguela,AO,2022-04-17 04:24:24,-12.5763,13.4055,76.21,89,100,3.0
553,Shiyan,CN,2022-04-17 04:24:25,32.6475,110.7781,52.99,74,100,5.01
554,Dhidhdhoo,MV,2022-04-17 04:22:04,6.8833,73.1,83.73,73,47,6.96
555,Bondoukou,CI,2022-04-17 04:24:25,8.0333,-2.8,74.3,78,100,3.85
556,Purranque,CL,2022-04-17 04:23:55,-40.9167,-73.1667,45.28,98,2,2.19
